"","Taxa","Group","Cruise","Event","Date","Net.number","D.N","Open.time","Close.Time","Open.depth","Close.depth","depth.covered","distance.travelled..km.","volume.filtered.in.m3..assuming.mouth.of.25m2.","X","mass..g.","N","Dry.mass....wet.mass.","mean.Individual.wet.mass..g.","mean.individual.dry.mass..g.","total.wet.mass..g.m.3.","total.dry.mass..g.","total.dry.mass..g.m.3.","total.density..ind.m.3.","total.density..ind.m.2.","Lat","Lon"
"437","Nipple medusae","Jelly","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,68,46,4.5,1.47826087,0.066521739,0.000751381,3.06,3.38e-05,0.000508287,0.151164641,-55.20644,-41.2513
"438","Cyclothone sp.","Fish","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,2,33.05,0.25,0.082625,5.52e-06,0.16525,1.83e-06,2.21e-05,0.006572376,-55.20644,-41.2513
"439","Gennadus sp.","Dec","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,40,46,13,0.869565217,0.113043478,0.000441989,5.2,5.75e-05,0.000508287,0.151164641,-55.20644,-41.2513
"440","Eurythenes sp.","Amphipod","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,1,23.86,0.5,0.1193,5.52e-06,0.1193,1.32e-06,1.1e-05,0.003286188,-55.20644,-41.2513
"441","Cranchiidae indet.","Squid","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,2,2,14.79,1,0.1479,2.21e-05,0.2958,3.27e-06,2.21e-05,0.006572376,-55.20644,-41.2513
"442","Clio sp.","Pteropod","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,1,33,0.5,0.165,5.52e-06,0.165,1.82e-06,1.1e-05,0.003286188,-55.20644,-41.2513
"443","Spongiobranchia sp.","Pteropod","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,1,33,0.5,0.165,5.52e-06,0.165,1.82e-06,1.1e-05,0.003286188,-55.20644,-41.2513
"444","Gigantocypris sp.","Ostracod","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,22,15,24,1.466666667,0.352,0.000243094,5.28,5.83e-05,0.000165746,0.049292818,-55.20644,-41.2513
"445","Krefftichthys anderssoni","Fish","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,43,25,26.7,1.72,0.45924,0.000475138,11.481,0.000126862,0.000276243,0.082154696,-55.20644,-41.2513
"446","Bathyteuthis abyssicola","Squid","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,10,2,14.79,5,0.7395,0.000110497,1.479,1.63e-05,2.21e-05,0.006572376,-55.20644,-41.2513
"447","Bathylagus sp.","Fish","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,17,2,13.53333333,8.5,1.150333333,0.000187845,2.300666667,2.54e-05,2.21e-05,0.006572376,-55.20644,-41.2513
"448","Atolla wyvillei","Jelly","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,312,12,4.92,26,1.2792,0.003447514,15.3504,0.000169618,0.000132597,0.039434254,-55.20644,-41.2513
"449","Lampanyctus achirus","Fish","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,35,3,26.7,11.66666667,3.115,0.00038674,9.345,0.00010326,3.31e-05,0.009858564,-55.20644,-41.2513
"450","Borostomias antarcticus","Fish","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,53,4,26.7,13.25,3.53775,0.000585635,14.151,0.000156365,4.42e-05,0.013144751,-55.20644,-41.2513
"451","Poromitra crassiceps","Fish","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,34,2,26.7,17,4.539,0.000375691,9.078,0.000100309,2.21e-05,0.006572376,-55.20644,-41.2513
"452","Periphylla periphylla","Jelly","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,480,4,4.5,120,5.4,0.005303867,21.6,0.000238674,4.42e-05,0.013144751,-55.20644,-41.2513
"453","Benthalbella macropinna","Fish","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,59,1,23,59,13.57,0.000651934,13.57,0.000149945,1.1e-05,0.003286188,-55.20644,-41.2513
"454","Calycopsis borgrevichi","Jelly","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,0.5,5,4.66,0.1,0.00466,4.68e-06,0.0233,2.18e-07,4.68e-05,0.0141363,-55.20644,-41.2513
"455","Sibogita sp.","Jelly","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,0.5,3,4.5,0.166666667,0.0075,4.68e-06,0.0225,2.11e-07,2.81e-05,0.00848178,-55.20644,-41.2513
"456","Thysanoessa sp.","Euphausiid","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,0.5,11,25,0.045454545,0.011363636,4.68e-06,0.125,1.17e-06,0.000103044,0.031099859,-55.20644,-41.2513
"457","Salpa thompsoni","Jelly","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,0.5,2,4.71,0.25,0.011775,4.68e-06,0.02355,2.21e-07,1.87e-05,0.00565452,-55.20644,-41.2513
"458","Cyphocaris richardi","Amphipod","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,5,40,23.86,0.125,0.029825,4.68e-05,1.193,1.12e-05,0.000374707,0.113090398,-55.20644,-41.2513
"459","Parandania boecki","Amphipod","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,1,8,23.86,0.125,0.029825,9.37e-06,0.2386,2.24e-06,7.49e-05,0.02261808,-55.20644,-41.2513
"460","Gigantocypris sp.","Ostracod","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,0.5,4,24,0.125,0.03,4.68e-06,0.12,1.12e-06,3.75e-05,0.01130904,-55.20644,-41.2513
"461","Euphausia triacantha","Euphausiid","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,0.5,4,25,0.125,0.03125,4.68e-06,0.125,1.17e-06,3.75e-05,0.01130904,-55.20644,-41.2513
"462","Eusiroides stenopleura","Amphipod","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,0.5,3,23.86,0.166666667,0.039766667,4.68e-06,0.1193,1.12e-06,2.81e-05,0.00848178,-55.20644,-41.2513
"463","Chaetognaths indet.","Chaet","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,14,43,13,0.325581395,0.042325581,0.000131148,1.82,1.7e-05,0.00040281,0.121572178,-55.20644,-41.2513
"464","Cyclothone sp.","Fish","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,1,6,33.05,0.166666667,0.055083333,9.37e-06,0.3305,3.1e-06,5.62e-05,0.01696356,-55.20644,-41.2513
"465","Chuneola paradoxa","Amphipod","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,0.5,2,23.86,0.25,0.05965,4.68e-06,0.1193,1.12e-06,1.87e-05,0.00565452,-55.20644,-41.2513
"466","Eurythenes sp.","Amphipod","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,0.5,2,23.86,0.25,0.05965,4.68e-06,0.1193,1.12e-06,1.87e-05,0.00565452,-55.20644,-41.2513
"467","Gennadus sp.","Dec","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,21,24,13,0.875,0.11375,0.000196721,2.73,2.56e-05,0.000224824,0.067854239,-55.20644,-41.2513
"468","Hyperidae indet.","Amphipod","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,0.5,1,23.86,0.5,0.1193,4.68e-06,0.1193,1.12e-06,9.37e-06,0.00282726,-55.20644,-41.2513
"469","Acanthephyra sp.","Deca","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,23,10,13,2.3,0.299,0.000215457,2.99,2.8e-05,9.37e-05,0.0282726,-55.20644,-41.2513
"470","Protomyctophum parallelum","Fish","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,5,4,26.6,1.25,0.3325,4.68e-05,1.33,1.25e-05,3.75e-05,0.01130904,-55.20644,-41.2513
"471","Sergia sp.","Deca","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,17,4,13,4.25,0.5525,0.000159251,2.21,2.07e-05,3.75e-05,0.01130904,-55.20644,-41.2513
"472","Protomyctophum gemmatum","Fish","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,7,3,26.6,2.333333333,0.620666667,6.56e-05,1.862,1.74e-05,2.81e-05,0.00848178,-55.20644,-41.2513
"473","Krefftichthys anderssoni","Fish","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,64,24,26.7,2.666666667,0.712,0.000599532,17.088,0.000160075,0.000224824,0.067854239,-55.20644,-41.2513
"474","Atolla wyvillei","Jelly","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,145,7,4.92,20.71428571,1.019142857,0.001358314,7.134,6.68e-05,6.56e-05,0.01979082,-55.20644,-41.2513
"475","Electrona antarctica","Fish","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,4,1,30.9,4,1.236,3.75e-05,1.236,1.16e-05,9.37e-06,0.00282726,-55.20644,-41.2513
"476","Gymnoscopelus braueri","Fish","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,8,1,34,8,2.72,7.49e-05,2.72,2.55e-05,9.37e-06,0.00282726,-55.20644,-41.2513
"477","Bathylagus sp.","Fish","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,67,2,13.53333333,33.5,4.533666667,0.000627635,9.067333333,8.49e-05,1.87e-05,0.00565452,-55.20644,-41.2513
"478","Stomias gracilis","Fish","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,34,2,26.7,17,4.539,0.000318501,9.078,8.5e-05,1.87e-05,0.00565452,-55.20644,-41.2513
"479","Poromitra crassiceps","Fish","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,73,3,26.7,24.33333333,6.497,0.000683841,19.491,0.000182585,2.81e-05,0.00848178,-55.20644,-41.2513
"480","Lampanyctus achirus","Fish","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,26,1,26.7,26,6.942,0.00024356,6.942,6.5e-05,9.37e-06,0.00282726,-55.20644,-41.2513
"481","Periphylla periphylla","Jelly","JR161",199,"20/11/2006",2,"N","00:04","00:53",702.31,400.5,301.81,4.27,106750,NA,1521,3,4.5,507,22.815,0.014248244,68.445,0.000641171,2.81e-05,0.00848178,-55.20644,-41.2513
"482","Thysanoessa sp.","Euphausiid","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,3,56,25,0.053571429,0.013392857,3.44e-05,0.75,8.6e-06,0.000641834,0.127724928,-55.24562,-41.1518
"483","Chaetognaths indet.","Chaet","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,0.5,3,13,0.166666667,0.021666667,5.73e-06,0.065,7.45e-07,3.44e-05,0.006842407,-55.24562,-41.1518
"484","Hydromedusae (red)","Jelly","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,0.5,1,4.5,0.5,0.0225,5.73e-06,0.0225,2.58e-07,1.15e-05,0.002280802,-55.24562,-41.1518
"485","Diphyes sp. 2","Jelly","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,0.5,1,4.56,0.5,0.0228,5.73e-06,0.0228,2.61e-07,1.15e-05,0.002280802,-55.24562,-41.1518
"486","Themisto gaudichaudii","Amphipod","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,1,9,23.86,0.111111111,0.026511111,1.15e-05,0.2386,2.73e-06,0.000103152,0.020527221,-55.24562,-41.1518
"487","Sibogita sp.","Jelly","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,8,12,4.5,0.666666667,0.03,9.17e-05,0.36,4.13e-06,0.000137536,0.027369628,-55.24562,-41.1518
"488","Euphausia triacantha","Euphausiid","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,62,286,25,0.216783217,0.054195804,0.000710602,15.5,0.00017765,0.003277937,0.652309456,-55.24562,-41.1518
"489","Sergestid sp.","Deca","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,1,2,13,0.5,0.065,1.15e-05,0.13,1.49e-06,2.29e-05,0.004561605,-55.24562,-41.1518
"490","Parandania boecki","Amphipod","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,5,14,23.86,0.357142857,0.085214286,5.73e-05,1.193,1.37e-05,0.000160458,0.031931232,-55.24562,-41.1518
"491","Cyphocaris anonyx","Amphipod","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,0.5,1,23.86,0.5,0.1193,5.73e-06,0.1193,1.37e-06,1.15e-05,0.002280802,-55.24562,-41.1518
"492","Cyphocaris richardi","Amphipod","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,1,2,23.86,0.5,0.1193,1.15e-05,0.2386,2.73e-06,2.29e-05,0.004561605,-55.24562,-41.1518
"493","Eurythenes sp.","Amphipod","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,0.5,1,23.86,0.5,0.1193,5.73e-06,0.1193,1.37e-06,1.15e-05,0.002280802,-55.24562,-41.1518
"494","Calycopsis borgrevichi","Jelly","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,23,8,4.66,2.875,0.133975,0.00026361,1.0718,1.23e-05,9.17e-05,0.018246418,-55.24562,-41.1518
"495","Squid indet.","squid","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,2,1,14.79,2,0.2958,2.29e-05,0.2958,3.39e-06,1.15e-05,0.002280802,-55.24562,-41.1518
"496","Protomyctophum bolini","Fish","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,36,26,25.4,1.384615385,0.351692308,0.000412607,9.144,0.000104802,0.000297994,0.05930086,-55.24562,-41.1518
"497","Bathylagus sp.","Fish","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,14,4,13.53333333,3.5,0.473666667,0.000160458,1.894666667,2.17e-05,4.58e-05,0.009123209,-55.24562,-41.1518
"498","Sergia sp.","Deca","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,9,2,13,4.5,0.585,0.000103152,1.17,1.34e-05,2.29e-05,0.004561605,-55.24562,-41.1518
"499","Krefftichthys anderssoni","Fish","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,30,10,26.7,3,0.801,0.00034384,8.01,9.18e-05,0.000114613,0.022808023,-55.24562,-41.1518
"500","Acanthephyra sp.","Deca","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,7,1,13,7,0.91,8.02e-05,0.91,1.04e-05,1.15e-05,0.002280802,-55.24562,-41.1518
"501","Electrona carlsbergi","Fish","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,231,32,30.9,7.21875,2.23059375,0.002647564,71.379,0.000818097,0.000366762,0.072985673,-55.24562,-41.1518
"502","Electrona antarctica","Fish","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,9,1,30.9,9,2.781,0.000103152,2.781,3.19e-05,1.15e-05,0.002280802,-55.24562,-41.1518
"503","Gymnoscopelus braueri","Fish","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,131,13,34,10.07692308,3.426153846,0.001501433,44.54,0.000510487,0.000148997,0.02965043,-55.24562,-41.1518
"504","Gymnoscopelus bolini","Fish","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,12,1,32.46,12,3.8952,0.000137536,3.8952,4.46e-05,1.15e-05,0.002280802,-55.24562,-41.1518
"505","Stomias gracilis","Fish","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,15,1,26.7,15,4.005,0.00017192,4.005,4.59e-05,1.15e-05,0.002280802,-55.24562,-41.1518
"506","Gymnoscopelus nicholsi","Fish","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,104,5,40.4,20.8,8.4032,0.001191977,42.016,0.000481559,5.73e-05,0.011404011,-55.24562,-41.1518
"507","Periphylla periphylla","Jelly","JR161",214,"21/11/2006",1,"N","03:17","03:52",400,201,199,3.49,87250,NA,1414,2,4.5,707,31.815,0.016206304,63.63,0.000729284,2.29e-05,0.004561605,-55.24562,-41.1518
"508","Thysanoessa sp.","Euphausiid","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,46,25,0.010869565,0.002717391,5.54e-06,0.125,1.39e-06,0.000509695,0.09633241,-55.24562,-41.1518
"509","Euphausia vallentini","Euphausiid","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,19,25,0.026315789,0.006578947,5.54e-06,0.125,1.39e-06,0.000210526,0.039789474,-55.24562,-41.1518
"510","Spongiobranchia sp.","Pteropod","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,13,33,0.038461538,0.012692308,5.54e-06,0.165,1.83e-06,0.000144044,0.027224377,-55.24562,-41.1518
"511","Euphausia frigida","Euphausiid","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,7,25,0.071428571,0.017857143,5.54e-06,0.125,1.39e-06,7.76e-05,0.01465928,-55.24562,-41.1518
"512","Sibogita sp.","Jelly","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,1,4.5,0.5,0.0225,5.54e-06,0.0225,2.49e-07,1.11e-05,0.002094183,-55.24562,-41.1518
"513","Themisto gaudichaudii","Amphipod","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,5,23.86,0.1,0.02386,5.54e-06,0.1193,1.32e-06,5.54e-05,0.010470914,-55.24562,-41.1518
"514","Parandania boecki","Amphipod","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,4,23.86,0.125,0.029825,5.54e-06,0.1193,1.32e-06,4.43e-05,0.008376731,-55.24562,-41.1518
"515","Salpa thompsoni","Jelly","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,25,31,4.71,0.806451613,0.037983871,0.000277008,1.1775,1.3e-05,0.00034349,0.064919668,-55.24562,-41.1518
"516","Euphausia triacantha","Euphausiid","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,51,245,25,0.208163265,0.052040816,0.000565097,12.75,0.000141274,0.002714681,0.513074792,-55.24562,-41.1518
"517","Tomopteris sp.","worm","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,1,15.49,0.5,0.07745,5.54e-06,0.07745,8.58e-07,1.11e-05,0.002094183,-55.24562,-41.1518
"518","Calycopsis borgrevichi","Jelly","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,3.6,2,4.66,1.8,0.08388,3.99e-05,0.16776,1.86e-06,2.22e-05,0.004188366,-55.24562,-41.1518
"519","Cyllopus magellanicus","Amphipod","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,1,23.86,0.5,0.1193,5.54e-06,0.1193,1.32e-06,1.11e-05,0.002094183,-55.24562,-41.1518
"520","Eurythenes sp.","Amphipod","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,1,23.86,0.5,0.1193,5.54e-06,0.1193,1.32e-06,1.11e-05,0.002094183,-55.24562,-41.1518
"521","Hyperoche leutkenides","Amphipod","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,0.5,1,23.86,0.5,0.1193,5.54e-06,0.1193,1.32e-06,1.11e-05,0.002094183,-55.24562,-41.1518
"522","Periphylla periphylla","Jelly","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,6,1,4.5,6,0.27,6.65e-05,0.27,2.99e-06,1.11e-05,0.002094183,-55.24562,-41.1518
"523","Krefftichthys anderssoni","Fish","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,6,5,26.7,1.2,0.3204,6.65e-05,1.602,1.78e-05,5.54e-05,0.010470914,-55.24562,-41.1518
"524","Protomyctophum tenisoni","Fish","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,38,28,27.8,1.357142857,0.377285714,0.000421053,10.564,0.000117053,0.000310249,0.058637119,-55.24562,-41.1518
"525","Gymnoscopelus fraseri","Fish","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,7,2,32.46,3.5,1.1361,7.76e-05,2.2722,2.52e-05,2.22e-05,0.004188366,-55.24562,-41.1518
"526","Gymnoscopelus braueri","Fish","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,60,16,34,3.75,1.275,0.00066482,20.4,0.000226039,0.000177285,0.033506925,-55.24562,-41.1518
"527","Electrona carlsbergi","Fish","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,429,66,30.9,6.5,2.0085,0.004753463,132.561,0.00146882,0.000731302,0.138216066,-55.24562,-41.1518
"528","Gymnoscopelus nicholsi","Fish","JR161",214,"21/11/2006",2,"N","03:53","04:28",204,15,189,3.61,90250,NA,15,1,40.4,15,6.06,0.000166205,6.06,6.71e-05,1.11e-05,0.002094183,-55.24562,-41.1518
"529","Cyphocaris richardi","Amphipod","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,1,21,23.86,0.047619048,0.011361905,8.91e-06,0.2386,2.13e-06,0.000187082,0.036855234,-53.03058,-40.5179
"530","Chaetognaths indet.","Chaet","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,0.5,3,13,0.166666667,0.021666667,4.45e-06,0.065,5.79e-07,2.67e-05,0.005265033,-53.03058,-40.5179
"531","Diphyes sp. 1","Jelly","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,12,18,4.56,0.666666667,0.0304,0.000106904,0.5472,4.87e-06,0.000160356,0.0315902,-53.03058,-40.5179
"532","Spongiobranchia sp.","Pteropod","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,0.5,5,33,0.1,0.033,4.45e-06,0.165,1.47e-06,4.45e-05,0.008775056,-53.03058,-40.5179
"533","Parandania boecki","Amphipod","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,5,23,23.86,0.217391304,0.051869565,4.45e-05,1.193,1.06e-05,0.0002049,0.040365256,-53.03058,-40.5179
"534","Euphausia triacantha","Euphausiid","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,49,207,25,0.236714976,0.059178744,0.000436526,12.25,0.000109131,0.001844098,0.363287305,-53.03058,-40.5179
"535","Primno macropa","Amphipod","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,0.5,2,23.86,0.25,0.05965,4.45e-06,0.1193,1.06e-06,1.78e-05,0.003510022,-53.03058,-40.5179
"536","Krefftichthys anderssoni","Fish","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,6,19,26.7,0.315789474,0.084315789,5.35e-05,1.602,1.43e-05,0.000169265,0.033345212,-53.03058,-40.5179
"537","Calycopsis borgrevichi","Jelly","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,25,11,4.66,2.272727273,0.105909091,0.000222717,1.165,1.04e-05,9.8e-05,0.019305122,-53.03058,-40.5179
"538","Themisto gaudichaudii","Amphipod","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,1,2,23.86,0.5,0.1193,8.91e-06,0.2386,2.13e-06,1.78e-05,0.003510022,-53.03058,-40.5179
"539","Euphausia superba","Euphausiid","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,6506,11217.24138,25,0.58,0.145,0.057959911,1626.5,0.014489978,0.099930881,19.68638353,-53.03058,-40.5179
"540","Sergia sp.","Deca","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,3,1,13,3,0.39,2.67e-05,0.39,3.47e-06,8.91e-06,0.001755011,-53.03058,-40.5179
"541","Protomyctophum bolini","Fish","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,80,47,25.4,1.70212766,0.432340426,0.000712695,20.32,0.000181024,0.000418708,0.082485523,-53.03058,-40.5179
"542","Bathylagus sp.","Fish","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,33,7,13.53333333,4.714285714,0.638,0.000293987,4.466,3.98e-05,6.24e-05,0.012285078,-53.03058,-40.5179
"543","Electrona carlsbergi","Fish","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,13,2,30.9,6.5,2.0085,0.000115813,4.017,3.58e-05,1.78e-05,0.003510022,-53.03058,-40.5179
"544","Gymnoscopelus braueri","Fish","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,87,13,34,6.692307692,2.275384615,0.000775056,29.58,0.000263519,0.000115813,0.022815145,-53.03058,-40.5179
"545","Electrona antarctica","Fish","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,67,9,30.9,7.444444444,2.300333333,0.000596882,20.703,0.000184437,8.02e-05,0.0157951,-53.03058,-40.5179
"546","Periphylla periphylla","Jelly","JR161",253,"25/11/2006",1,"N","03:50","04:31",398,201,197,4.49,112250,NA,2983,2,4.5,1491.5,67.1175,0.02657461,134.235,0.001195857,1.78e-05,0.003510022,-53.03058,-40.5179
