"","Taxa","Group","Cruise","Event","Date","Net.number","D.N","Open.time","Close.Time","Open.depth","Close.depth","depth.covered","distance.travelled..km.","volume.filtered.in.m3..assuming.mouth.of.25m2.","X","mass..g.","N","Dry.mass....wet.mass.","mean.Individual.wet.mass..g.","mean.individual.dry.mass..g.","total.wet.mass..g.m.3.","total.dry.mass..g.","total.dry.mass..g.m.3.","total.density..ind.m.3.","total.density..ind.m.2.","Lat","Lon"
"219","Paradiplospinus gracilis","Fish","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,100,1,30.9,100,30.9,0.000560538,30.9,0.000173206,5.61e-06,0.003939742,-60.44744,-44.3055
"220","Diphyes sp. 1","Jelly","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,1,5,4.56,0.2,0.00912,1.15e-05,0.0456,5.23e-07,5.73e-05,0.016498567,-59.65979,-44.0498
"221","Euphausia superba","Euphausiid","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,1,18,25,0.055555556,0.013888889,1.15e-05,0.25,2.87e-06,0.000206304,0.059394842,-59.65979,-44.0498
"222","Diphyes sp. 2","Jelly","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,1,4.56,0.5,0.0228,5.73e-06,0.0228,2.61e-07,1.15e-05,0.003299713,-59.65979,-44.0498
"223","Calycopsis borgrevichi","Jelly","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,1,4.66,0.5,0.0233,5.73e-06,0.0233,2.67e-07,1.15e-05,0.003299713,-59.65979,-44.0498
"224","Parandania boecki","Amphipod","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,5,23.86,0.1,0.02386,5.73e-06,0.1193,1.37e-06,5.73e-05,0.016498567,-59.65979,-44.0498
"225","Thysanoessa sp.","Euphausiid","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,1,10,25,0.1,0.025,1.15e-05,0.25,2.87e-06,0.000114613,0.032997135,-59.65979,-44.0498
"226","Gigantocypris sp.","Ostracod","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,3,24,0.166666667,0.04,5.73e-06,0.12,1.38e-06,3.44e-05,0.00989914,-59.65979,-44.0498
"227","Nipple medusae","Jelly","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,11,9,4.5,1.222222222,0.055,0.000126074,0.495,5.67e-06,0.000103152,0.029697421,-59.65979,-44.0498
"228","Paralepididae","Fish","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,2,26.7,0.25,0.06675,5.73e-06,0.1335,1.53e-06,2.29e-05,0.006599427,-59.65979,-44.0498
"229","Gennadus sp.","Dec","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,6,7,13,0.857142857,0.111428571,6.88e-05,0.78,8.94e-06,8.02e-05,0.023097994,-59.65979,-44.0498
"230","Chaetognaths indet.","Chaet","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,47,54,13,0.87037037,0.113148148,0.000538682,6.11,7e-05,0.000618911,0.178184527,-59.65979,-44.0498
"231","Cyphocaris richardi","Amphipod","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,2,4,23.86,0.5,0.1193,2.29e-05,0.4772,5.47e-06,4.58e-05,0.013198854,-59.65979,-44.0498
"232","Eusiroides stenopleura","Amphipod","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,1,23.86,0.5,0.1193,5.73e-06,0.1193,1.37e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"233","Pegohyperia princeps","Amphipod","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,1,23.86,0.5,0.1193,5.73e-06,0.1193,1.37e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"234","Primno macropa","Amphipod","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,1,23.86,0.5,0.1193,5.73e-06,0.1193,1.37e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"235","Vibilia antarctica","Amphipod","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,1,23.86,0.5,0.1193,5.73e-06,0.1193,1.37e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"236","Gnathophausia sp.","Dec","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,1,25,0.5,0.125,5.73e-06,0.125,1.43e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"237","Mysid sp. ""A""","Euphausiid","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,1,25,0.5,0.125,5.73e-06,0.125,1.43e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"238","Krefftichthys anderssoni","Fish","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,0.5,1,26.7,0.5,0.1335,5.73e-06,0.1335,1.53e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"239","Notolepis sp.","Fish","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,1,1,19.2,1,0.192,1.15e-05,0.192,2.2e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"240","Cyphocaris sp. 1","Amphipod","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,1,1,23.86,1,0.2386,1.15e-05,0.2386,2.73e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"241","Medusa sp. C","Jelly","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,6,1,4.5,6,0.27,6.88e-05,0.27,3.09e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"242","Cranchiidae indet.","Squid","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,4,1,14.79,4,0.5916,4.58e-05,0.5916,6.78e-06,1.15e-05,0.003299713,-59.65979,-44.0498
"243","Slosarczykovia circumantarctica","Squid","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,10,2,14.79,5,0.7395,0.000114613,1.479,1.7e-05,2.29e-05,0.006599427,-59.65979,-44.0498
"244","Electrona antarctica","Fish","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,27,8,30.9,3.375,1.042875,0.000309456,8.343,9.56e-05,9.17e-05,0.026397708,-59.65979,-44.0498
"245","Bathylagus sp.","Fish","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,407,51,13.53333333,7.980392157,1.080013072,0.004664756,55.08066667,0.000631297,0.000584527,0.168285387,-59.65979,-44.0498
"246","Atolla wyvillei","Jelly","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,271,11,4.92,24.63636364,1.212109091,0.003106017,13.3332,0.000152816,0.000126074,0.036296848,-59.65979,-44.0498
"247","Lampanyctus achirus","Fish","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,8,1,26.7,8,2.136,9.17e-05,2.136,2.45e-05,1.15e-05,0.003299713,-59.65979,-44.0498
"248","Gymnoscopelus opisthopterus","Fish","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,90,7,19.9,12.85714286,2.558571429,0.001031519,17.91,0.000205272,8.02e-05,0.023097994,-59.65979,-44.0498
"249","Periphylla periphylla","Jelly","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,182,3,4.5,60.66666667,2.73,0.00208596,8.19,9.39e-05,3.44e-05,0.00989914,-59.65979,-44.0498
"250","Medusa sp. B","Jelly","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,95,1,4.5,95,4.275,0.001088825,4.275,4.9e-05,1.15e-05,0.003299713,-59.65979,-44.0498
"251","Paradiplospinus gracilis","Fish","JR161",134,"09/11/2006",1,"N","23:28","00:18:00(9th)",988.5,700.6,287.9,3.49,87250,NA,134,1,30.9,134,41.406,0.001535817,41.406,0.000474567,1.15e-05,0.003299713,-59.65979,-44.0498
"252","Diphyes sp. 1","Jelly","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,0.5,4,4.56,0.125,0.0057,6.13e-06,0.0228,2.8e-07,4.91e-05,0.014577178,-59.65979,-44.0498
"253","Salpa thompsoni","Jelly","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,0.5,4,4.71,0.125,0.0058875,6.13e-06,0.02355,2.89e-07,4.91e-05,0.014577178,-59.65979,-44.0498
"254","Thysanoessa sp.","Euphausiid","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,2,31,25,0.064516129,0.016129032,2.45e-05,0.5,6.13e-06,0.000380368,0.112973129,-59.65979,-44.0498
"255","Cyphocaris richardi","Amphipod","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,1,10,23.86,0.1,0.02386,1.23e-05,0.2386,2.93e-06,0.000122699,0.036442945,-59.65979,-44.0498
"256","Primno macropa","Amphipod","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,0.5,3,23.86,0.166666667,0.039766667,6.13e-06,0.1193,1.46e-06,3.68e-05,0.010932883,-59.65979,-44.0498
"257","Euphausia superba","Euphausiid","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,2,9,25,0.222222222,0.055555556,2.45e-05,0.5,6.13e-06,0.000110429,0.03279865,-59.65979,-44.0498
"258","Calycopsis borgrevichi","Jelly","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,7,5,4.66,1.4,0.06524,8.59e-05,0.3262,4e-06,6.13e-05,0.018221472,-59.65979,-44.0498
"259","Gnathophausia sp.","Dec","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,0.5,1,25,0.5,0.125,6.13e-06,0.125,1.53e-06,1.23e-05,0.003644294,-59.65979,-44.0498
"260","Sergia sp.","Deca","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,5,4,13,1.25,0.1625,6.13e-05,0.65,7.98e-06,4.91e-05,0.014577178,-59.65979,-44.0498
"261","Euphausia triacantha","Euphausiid","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,1,1,25,1,0.25,1.23e-05,0.25,3.07e-06,1.23e-05,0.003644294,-59.65979,-44.0498
"262","Protomyctophum bolini","Fish","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,1,1,25.4,1,0.254,1.23e-05,0.254,3.12e-06,1.23e-05,0.003644294,-59.65979,-44.0498
"263","Krefftichthys anderssoni","Fish","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,1,1,26.7,1,0.267,1.23e-05,0.267,3.28e-06,1.23e-05,0.003644294,-59.65979,-44.0498
"264","Gymnoscopelus sp.","Fish","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,2,1,32.46,2,0.6492,2.45e-05,0.6492,7.97e-06,1.23e-05,0.003644294,-59.65979,-44.0498
"265","Periphylla periphylla","Jelly","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,199,11,4.5,18.09090909,0.814090909,0.002441718,8.955,0.000109877,0.000134969,0.040087239,-59.65979,-44.0498
"266","Electrona antarctica","Fish","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,16,6,30.9,2.666666667,0.824,0.000196319,4.944,6.07e-05,7.36e-05,0.021865767,-59.65979,-44.0498
"267","Bathylagus sp.","Fish","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,362,42,13.53333333,8.619047619,1.166444444,0.004441718,48.99066667,0.000601112,0.000515337,0.153060368,-59.65979,-44.0498
"268","Atolla wyvillei","Jelly","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,56,2,4.92,28,1.3776,0.000687117,2.7552,3.38e-05,2.45e-05,0.007288589,-59.65979,-44.0498
"269","Chaetognaths indet.","Chaet","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,27,2,13,13.5,1.755,0.000331288,3.51,4.31e-05,2.45e-05,0.007288589,-59.65979,-44.0498
"270","Gymnoscopelus braueri","Fish","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,38,3,34,12.66666667,4.306666667,0.000466258,12.92,0.000158528,3.68e-05,0.010932883,-59.65979,-44.0498
"271","Gymnoscopelus opisthopterus","Fish","JR161",134,"09/11/2006",2,"N","00:19","00:56",697.01,400,297.01,3.26,81500,NA,60,2,19.9,30,5.97,0.000736196,11.94,0.000146503,2.45e-05,0.007288589,-59.65979,-44.0498
"272","Periphylla periphylla","Jelly","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,5,4.5,0.1,0.0045,6.87e-06,0.0225,3.09e-07,6.87e-05,0.013608247,-59.5633,-44.2685
"273","Diphyes sp. 1","Jelly","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,5,4.56,0.1,0.00456,6.87e-06,0.0228,3.13e-07,6.87e-05,0.013608247,-59.5633,-44.2685
"274","Chaetognaths indet.","Chaet","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,7,13,0.071428571,0.009285714,6.87e-06,0.065,8.93e-07,9.62e-05,0.019051546,-59.5633,-44.2685
"275","Euphausia triacantha","Euphausiid","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,8,25,0.0625,0.015625,6.87e-06,0.125,1.72e-06,0.000109966,0.021773196,-59.5633,-44.2685
"276","Medusae (clear)","Jelly","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,1,4.5,0.5,0.0225,6.87e-06,0.0225,3.09e-07,1.37e-05,0.002721649,-59.5633,-44.2685
"277","Sibogita sp.","Jelly","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,1,4.5,0.5,0.0225,6.87e-06,0.0225,3.09e-07,1.37e-05,0.002721649,-59.5633,-44.2685
"278","Salpa thompsoni","Jelly","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,25,51,4.71,0.490196078,0.023088235,0.000343643,1.1775,1.62e-05,0.000701031,0.138804124,-59.5633,-44.2685
"279","Thysanoessa sp.","Euphausiid","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,13,113,25,0.115044248,0.028761062,0.000178694,3.25,4.47e-05,0.001553265,0.307546392,-59.5633,-44.2685
"280","Themisto gaudichaudii","Amphipod","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,4,23.86,0.125,0.029825,6.87e-06,0.1193,1.64e-06,5.5e-05,0.010886598,-59.5633,-44.2685
"281","Pegohyperia princeps","Amphipod","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,3,23.86,0.166666667,0.039766667,6.87e-06,0.1193,1.64e-06,4.12e-05,0.008164948,-59.5633,-44.2685
"282","Calycopsis borgrevichi","Jelly","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,4,4,4.66,1,0.0466,5.5e-05,0.1864,2.56e-06,5.5e-05,0.010886598,-59.5633,-44.2685
"283","Cyphocaris richardi","Amphipod","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,2,23.86,0.25,0.05965,6.87e-06,0.1193,1.64e-06,2.75e-05,0.005443299,-59.5633,-44.2685
"284","Primno macropa","Amphipod","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,2,23.86,0.25,0.05965,6.87e-06,0.1193,1.64e-06,2.75e-05,0.005443299,-59.5633,-44.2685
"285","Euphausia superba","Euphausiid","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,13,53,25,0.245283019,0.061320755,0.000178694,3.25,4.47e-05,0.000728522,0.144247423,-59.5633,-44.2685
"286","Decapod larvae Type 1","Deca","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,1,13,0.5,0.065,6.87e-06,0.065,8.93e-07,1.37e-05,0.002721649,-59.5633,-44.2685
"287","Tomopteris sp.","worm","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,1,15.49,0.5,0.07745,6.87e-06,0.07745,1.06e-06,1.37e-05,0.002721649,-59.5633,-44.2685
"288","Cyllopus sp.","Amphipod","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,1,23.86,0.5,0.1193,6.87e-06,0.1193,1.64e-06,1.37e-05,0.002721649,-59.5633,-44.2685
"289","Vibilia antarctica","Amphipod","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,1,23.86,0.5,0.1193,6.87e-06,0.1193,1.64e-06,1.37e-05,0.002721649,-59.5633,-44.2685
"290","Paralepididae","Fish","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,0.5,1,26.7,0.5,0.1335,6.87e-06,0.1335,1.84e-06,1.37e-05,0.002721649,-59.5633,-44.2685
"291","Protomyctophum bolini","Fish","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,14,10,25.4,1.4,0.3556,0.00019244,3.556,4.89e-05,0.000137457,0.027216495,-59.5633,-44.2685
"292","Slosarczykovia circumantarctica","Squid","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,4,1,14.79,4,0.5916,5.5e-05,0.5916,8.13e-06,1.37e-05,0.002721649,-59.5633,-44.2685
"293","Bathylagus sp.","Fish","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,45,9,13.53333333,5,0.676666667,0.000618557,6.09,8.37e-05,0.000123711,0.024494845,-59.5633,-44.2685
"294","Electrona antarctica","Fish","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,91,20,30.9,4.55,1.40595,0.001250859,28.119,0.000386515,0.000274914,0.05443299,-59.5633,-44.2685
"295","Gymnoscopelus braueri","Fish","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,576,69,34,8.347826087,2.83826087,0.007917526,195.84,0.002691959,0.000948454,0.187793814,-59.5633,-44.2685
"296","Notolepis coatsi","Fish","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,25,1,19.2,25,4.8,0.000343643,4.8,6.6e-05,1.37e-05,0.002721649,-59.5633,-44.2685
"297","Gymnoscopelus nicholsi","Fish","JR161",136,"09/11/2006",1,"N","04:07","04:38",399,201,198,2.91,72750,NA,104,3,40.4,34.66666667,14.00533333,0.001429553,42.016,0.00057754,4.12e-05,0.008164948,-59.5633,-44.2685
"298","Diphyes sp. 1","Jelly","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,0.5,33,4.56,0.015151515,0.000690909,8.16e-06,0.0228,3.72e-07,0.000538776,0.070579592,-59.5633,-44.2685
"299","Salpa thompsoni","Jelly","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,0.5,31,4.71,0.016129032,0.000759677,8.16e-06,0.02355,3.84e-07,0.000506122,0.066302041,-59.5633,-44.2685
"300","Thysanoessa sp.","Euphausiid","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,0.5,34,25,0.014705882,0.003676471,8.16e-06,0.125,2.04e-06,0.000555102,0.072718367,-59.5633,-44.2685
"301","Themisto gaudichaudii","Amphipod","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,0.5,21,23.86,0.023809524,0.005680952,8.16e-06,0.1193,1.95e-06,0.000342857,0.044914286,-59.5633,-44.2685
"302","Tomopteris sp.","worm","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,0.5,7,15.49,0.071428571,0.011064286,8.16e-06,0.07745,1.26e-06,0.000114286,0.014971429,-59.5633,-44.2685
"303","Diphyes sp. 2","Jelly","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,0.5,2,4.56,0.25,0.0114,8.16e-06,0.0228,3.72e-07,3.27e-05,0.004277551,-59.5633,-44.2685
"304","Chaetognaths indet.","Chaet","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,0.5,3,13,0.166666667,0.021666667,8.16e-06,0.065,1.06e-06,4.9e-05,0.006416327,-59.5633,-44.2685
"305","Euphausia triacantha","Euphausiid","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,0.5,4,25,0.125,0.03125,8.16e-06,0.125,2.04e-06,6.53e-05,0.008555102,-59.5633,-44.2685
"306","Egg/mollusc?","egg","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,0.5,3,35,0.166666667,0.058333333,8.16e-06,0.175,2.86e-06,4.9e-05,0.006416327,-59.5633,-44.2685
"307","Spongiobranchia sp.","Pteropod","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,0.5,2,33,0.25,0.0825,8.16e-06,0.165,2.69e-06,3.27e-05,0.004277551,-59.5633,-44.2685
"308","Calycopsis borgrevichi","Jelly","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,16,7,4.66,2.285714286,0.106514286,0.000261224,0.7456,1.22e-05,0.000114286,0.014971429,-59.5633,-44.2685
"309","Euphausia superba","Euphausiid","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,51,77,25,0.662337662,0.165584416,0.000832653,12.75,0.000208163,0.001257143,0.164685714,-59.5633,-44.2685
"310","Gymnoscopelus braueri","Fish","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,42,21,34,2,0.68,0.000685714,14.28,0.000233143,0.000342857,0.044914286,-59.5633,-44.2685
"311","Electrona antarctica","Fish","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,134,43,30.9,3.11627907,0.962930233,0.002187755,41.406,0.000676016,0.000702041,0.091967347,-59.5633,-44.2685
"312","Gymnoscopelus nicholsi","Fish","JR161",136,"09/11/2006",2,"N","04:38","05:04",200,69,131,2.45,61250,NA,30,1,40.4,30,12.12,0.000489796,12.12,0.000197878,1.63e-05,0.002138776,-59.5633,-44.2685
"313","Euphausia triacantha","Euphausiid","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,0.5,9,25,0.055555556,0.013888889,3.97e-06,0.125,9.92e-07,7.14e-05,0.021054286,-57.4469,-42.6264
"314","Diphyes sp. 2","Jelly","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,0.5,1,4.56,0.5,0.0228,3.97e-06,0.0228,1.81e-07,7.94e-06,0.002339365,-57.4469,-42.6264
"315","Salpa thompsoni","Jelly","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,0.5,1,4.71,0.5,0.02355,3.97e-06,0.02355,1.87e-07,7.94e-06,0.002339365,-57.4469,-42.6264
"316","Thysanoessa sp.","Euphausiid","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,0.5,5,25,0.1,0.025,3.97e-06,0.125,9.92e-07,3.97e-05,0.011696825,-57.4469,-42.6264
"317","Euphausia superba","Euphausiid","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,2,19,25,0.105263158,0.026315789,1.59e-05,0.5,3.97e-06,0.000150794,0.044447937,-57.4469,-42.6264
"318","Sibogita sp.","Jelly","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,1,1,4.5,1,0.045,7.94e-06,0.045,3.57e-07,7.94e-06,0.002339365,-57.4469,-42.6264
"319","Chaetognaths indet.","Chaet","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,6,12,13,0.5,0.065,4.76e-05,0.78,6.19e-06,9.52e-05,0.028072381,-57.4469,-42.6264
"320","Nipple medusae","Jelly","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,64,38,4.5,1.684210526,0.075789474,0.000507937,2.88,2.29e-05,0.000301587,0.088895873,-57.4469,-42.6264
"321","Clio sp.","Pteropod","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,0.5,2,33,0.25,0.0825,3.97e-06,0.165,1.31e-06,1.59e-05,0.00467873,-57.4469,-42.6264
"322","Cyphocaris richardi","Amphipod","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,1,2,23.86,0.5,0.1193,7.94e-06,0.2386,1.89e-06,1.59e-05,0.00467873,-57.4469,-42.6264
"323","Gigantocypris sp.","Ostracod","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,0.5,1,24,0.5,0.12,3.97e-06,0.12,9.52e-07,7.94e-06,0.002339365,-57.4469,-42.6264
"324","Hydromedusae (red)","Jelly","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,78,21,4.5,3.714285714,0.167142857,0.000619048,3.51,2.79e-05,0.000166667,0.049126667,-57.4469,-42.6264
"325","Gennadus sp.","Dec","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,71,55,13,1.290909091,0.167818182,0.000563492,9.23,7.33e-05,0.000436508,0.128665079,-57.4469,-42.6264
"326","Sergia sp.","Deca","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,4,3,13,1.333333333,0.173333333,3.17e-05,0.52,4.13e-06,2.38e-05,0.007018095,-57.4469,-42.6264
