"","Cruise","Event","Year","Fish_Species_Code","Prey","Prey_Count","Mean_Prey_Mass__g_","Fish_Mass_g_","Lat","Lon","SST","location_group","fish_mass_log10","log_10_fish_class_bin","Statistical.Fish.ID.mass","Statistical_Fish_ID_mass","n_prey_items","ID_Pred_new"
"1938","JR161",283,2006,"KRA","Euphausiid indet",1,0.015,0.450270421398472,-49.99484,-37.98122,3.3937009960413,8,-0.346526581230144,-0.325,"KRA_8_-0.325g","KRA_8_-0.325g",12,128
"1940","JR161",273,2006,"KRA","Salp",1,0.021,0.618831787137829,-49.96331,-37.96272,3.48906523436308,8,-0.208427386271971,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1943","JR161",217,2006,"KRA","Salp",1,0.099,2.80513545014478,-55.148,-41.24559,1.86213570311666,6,0.447953836654638,0.425,"KRA_6_0.425g","KRA_6_0.425g",11,122
"1944","JR161",283,2006,"KRA","Rhincalanus gigas",3,0.016,0.450270421398472,-49.99484,-37.98122,3.3937009960413,8,-0.346526581230144,-0.325,"KRA_8_-0.325g","KRA_8_-0.325g",12,128
"1945","JR161",273,2006,"KRA","Thysanoessa spp",1,0.024,0.618831787137829,-49.96331,-37.96272,3.48906523436308,8,-0.208427386271971,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1946","JR161",214,2006,"ELC","Euphausia superba",1,0.239,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"1947","JR161",253,2006,"GYR","Euphausia superba",1,0.166,4.11617547934219,-53.03058,-40.51789,1.38421584516764,7,0.614493881174337,0.625,"GYR_7_0.625g","GYR_7_0.625g",10,96
"1950","JR161",142,2006,"ELN","Euphausia superba",1,0.264,6.00957634833235,-59.66625,-44.05962,-1.60779440626502,4,0.778843857016611,0.775,"ELN_4_0.775g","ELN_4_0.775g",8,39
"1956","JR161",267,2006,"LAC","Pteropoda indet",1,0.088,1.55186341065621,-52.8061,-40.00328,1.53429366722703,7,0.190853493591768,0.175,"LAC_7_0.175g","LAC_7_0.175g",10,135
"1961","JR161",283,2006,"KRA","Rhincalanus gigas",1,0.043,0.315567052528529,-49.99484,-37.98122,3.3937009960413,8,-0.500908346565289,-0.525,"KRA_8_-0.525g","KRA_8_-0.525g",6,130
"1962","JR161",273,2006,"LAC","Amphipoda indet",1,0.227,1.58130262144211,-49.96331,-37.96272,3.48906523436308,8,0.199014990897245,0.175,"LAC_8_0.175g","LAC_8_0.175g",9,136
"1977","JR177",254,2008,"GYN","Metridia spp",13,0.000923,23.6992571173369,-55.1757,-41.1998,3.30549029633403,13,1.37473473272327,1.375,"GYN_13_1.375g","GYN_13_1.375g",6,61
"1985","JR177",335,2008,"GYN","Ostracoda indet",1,0.001,14.4139542585899,-52.695,-38.9971,4.18649862706661,15,1.15878313953045,1.175,"GYN_15_1.175g","GYN_15_1.175g",7,62
"1986","JR177",335,2008,"GYN","Metridia spp",3,0.001,14.4139542585899,-52.695,-38.9971,4.18649862706661,15,1.15878313953045,1.175,"GYN_15_1.175g","GYN_15_1.175g",7,62
"1987","JR177",335,2008,"GYN","Metridia spp",1,0.001,14.4139542585899,-52.695,-38.9971,4.18649862706661,15,1.15878313953045,1.175,"GYN_15_1.175g","GYN_15_1.175g",7,62
"1988","JR177",335,2008,"GYF","Metridia spp",77,0.000273,3.63167094814249,-52.695,-38.9971,4.18649862706661,15,0.560106491864511,0.575,"GYF_15_0.575g","GYF_15_0.575g",14,49
"2000","JR177",254,2008,"GYN","Rhincalanus gigas",3,0.002,23.6992571173369,-55.1757,-41.1998,3.30549029633403,13,1.37473473272327,1.375,"GYN_13_1.375g","GYN_13_1.375g",6,61
"2003","JR177",198,2008,"ELN","Metridia spp",4,5e-04,5.76426508790454,-58.0325,-42.8573,1.61481370255351,12,0.760743945002274,0.775,"ELN_12_0.775g","ELN_12_0.775g",7,20
"2008","JR177",300,2008,"ELN","Metridia spp",1,0.001,10.6132825450019,-52.836,-40.0312,3.7387310564518,14,1.0258497260974,1.025,"ELN_14_1.025g","ELN_14_1.025g",7,26
"2013","JR177",329,2008,"ELN","Chaetognatha indet",1,0.001,9.89220701232485,-52.7327,-38.9599,4.20815456137061,15,0.995293196181946,0.975,"ELN_15_0.975g","ELN_15_0.975g",9,27
"2014","JR177",329,2008,"ELN","Heterorhabdus spp",1,0.001,9.89220701232485,-52.7327,-38.9599,4.20815456137061,15,0.995293196181946,0.975,"ELN_15_0.975g","ELN_15_0.975g",9,27
"2015","JR177",329,2008,"ELN","Metridia spp",2,0.001,9.89220701232485,-52.7327,-38.9599,4.20815456137061,15,0.995293196181946,0.975,"ELN_15_0.975g","ELN_15_0.975g",9,27
"2020","JR177",329,2008,"ELN","Metridia spp",1,0.001,9.54475778313752,-52.7327,-38.9599,4.20815456137061,15,0.979764911799195,0.975,"ELN_15_0.975g","ELN_15_0.975g",9,27
"2021","JR177",329,2008,"ELN","Ostracoda indet",1,0.001,9.54475778313752,-52.7327,-38.9599,4.20815456137061,15,0.979764911799195,0.975,"ELN_15_0.975g","ELN_15_0.975g",9,27
"2022","JR177",254,2008,"GYN","Calanus propinquus",2,0.0025,23.6992571173369,-55.1757,-41.1998,3.30549029633403,13,1.37473473272327,1.375,"GYN_13_1.375g","GYN_13_1.375g",6,61
"2029","JR177",305,2008,"PRY","Metridia spp",152,0.000507,4.42456376687205,-52.8192,-40.134,3.68992585614324,14,0.645870458541317,0.625,"PRY_14_0.625g","PRY_14_0.625g",7,161
"2030","JR177",305,2008,"PRY","Ostracoda indet",5,6e-04,5.20090937104215,-52.8192,-40.134,3.68992585614324,14,0.716079285999553,0.725,"PRY_14_0.725g","PRY_14_0.725g",7,162
"2038","JR177",199,2008,"ELC","Metridia spp",4,0.00075,6.1648293805574,-58.0169,-43.0228,1.64640646353364,12,0.789921061449543,0.775,"ELC_12_0.775g","ELC_12_0.775g",13,6
"2040","JR177",165,2008,"ELN","Metridia spp",2,5e-04,4.04567973388552,-59.6582,-43.9617,1.05239419564605,11,0.606991499959388,0.625,"ELN_11_0.625g","ELN_11_0.625g",7,17
"2041","JR177",254,2008,"GYN","Paraeuchaeta spp",1,0.003,23.6992571173369,-55.1757,-41.1998,3.30549029633403,13,1.37473473272327,1.375,"GYN_13_1.375g","GYN_13_1.375g",6,61
"2044","JR177",199,2008,"ELC","Metridia spp",4,0.00075,5.71191053653692,-58.0169,-43.0228,1.64640646353364,12,0.756781396633555,0.775,"ELC_12_0.775g","ELC_12_0.775g",13,6
"2048","JR177",335,2008,"GYF","Metridia spp",19,0.000684,5.10764507930003,-52.695,-38.9971,4.18649862706661,15,0.70822071132888,0.725,"GYF_15_0.725g","GYF_15_0.725g",9,51
"2049","JR177",328,2008,"PRY","Metridia spp",4,5e-04,3.72947390087781,-52.8225,-39.0802,4.14794764593244,15,0.571647572275075,0.575,"PRY_15_0.575g","PRY_15_0.575g",14,163
"2053","JR177",335,2008,"GYF","Metridia spp",8,0.000625,4.51325537867,-52.695,-38.9971,4.18649862706661,15,0.654489908394788,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2056","JR177",335,2008,"GYN","Heterorhabdus spp",1,0.002,14.4139542585899,-52.695,-38.9971,4.18649862706661,15,1.15878313953045,1.175,"GYN_15_1.175g","GYN_15_1.175g",7,62
"2058","JR177",328,2008,"GYF","Metridia spp",14,0.000714,5.10764507930003,-52.8225,-39.0802,4.14794764593244,15,0.70822071132888,0.725,"GYF_15_0.725g","GYF_15_0.725g",9,51
"2062","JR177",199,2008,"ELC","Metridia spp",1,0.001,6.88732432596426,-58.0169,-43.0228,1.64640646353364,12,0.838050534511407,0.825,"ELC_12_0.825g","ELC_12_0.825g",8,7
"2063","JR177",328,2008,"GYF","Metridia spp",3,0.000667,4.51325537867,-52.8225,-39.0802,4.14794764593244,15,0.654489908394788,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2064","JR177",335,2008,"GYF","Metridia spp",27,0.000667,4.51325537867,-52.695,-38.9971,4.18649862706661,15,0.654489908394788,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2065","JR177",165,2008,"ELN","Metridia spp",3,0.000667,4.43626371118426,-59.6582,-43.9617,1.05239419564605,11,0.647017354634029,0.625,"ELN_11_0.625g","ELN_11_0.625g",7,17
"2074","JR177",199,2008,"ELC","Metridia spp",1,0.001,6.39984528434173,-58.0169,-43.0228,1.64640646353364,12,0.806169475082508,0.825,"ELC_12_0.825g","ELC_12_0.825g",8,7
"2076","JR177",335,2008,"GYF","Metridia spp",8,0.000625,3.96847414703817,-52.695,-38.9971,4.18649862706661,15,0.598623555402588,0.575,"GYF_15_0.575g","GYF_15_0.575g",14,49
"2079","JR177",305,2008,"PRY","Calanus simillimus",6,5e-04,3.11116935292689,-52.8192,-40.134,3.68992585614324,14,0.492923652072968,0.475,"PRY_14_0.475g","PRY_14_0.475g",6,160
"2080","JR177",199,2008,"ELC","Decapodiformes",1,0.001,6.1648293805574,-58.0169,-43.0228,1.64640646353364,12,0.789921061449543,0.775,"ELC_12_0.775g","ELC_12_0.775g",13,6
"2081","JR177",199,2008,"ELC","Metridia spp",3,0.001,6.1648293805574,-58.0169,-43.0228,1.64640646353364,12,0.789921061449543,0.775,"ELC_12_0.775g","ELC_12_0.775g",13,6
"2082","JR177",199,2008,"ELC","Ostracoda indet",1,0.001,6.1648293805574,-58.0169,-43.0228,1.64640646353364,12,0.789921061449543,0.775,"ELC_12_0.775g","ELC_12_0.775g",13,6
"2089","JR177",305,2008,"PRY","Metridia spp",14,0.000857,5.20090937104215,-52.8192,-40.134,3.68992585614324,14,0.716079285999553,0.725,"PRY_14_0.725g","PRY_14_0.725g",7,162
"2093","JR177",199,2008,"ELC","Metridia spp",2,0.001,5.93554011168211,-58.0169,-43.0228,1.64640646353364,12,0.773460244242665,0.775,"ELC_12_0.775g","ELC_12_0.775g",13,6
"2102","JR177",199,2008,"ELC","Metridia spp",1,0.001,5.71191053653692,-58.0169,-43.0228,1.64640646353364,12,0.756781396633555,0.775,"ELC_12_0.775g","ELC_12_0.775g",13,6
"2106","JR177",335,2008,"GYF","Metridia spp",23,0.00087,4.90385533094789,-52.695,-38.9971,4.18649862706661,15,0.690537649540989,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2109","JR177",161,2008,"ELN","Ostracoda indet",1,0.001,5.52599489403083,-59.6727,-44.0019,1.05239419564605,11,0.742410479296515,0.725,"ELN_11_0.725g","ELN_11_0.725g",9,18
"2110","JR177",165,2008,"ELN","Metridia spp",1,0.001,5.52599489403083,-59.6582,-43.9617,1.05239419564605,11,0.742410479296515,0.725,"ELN_11_0.725g","ELN_11_0.725g",9,18
"2111","JR177",165,2008,"ELN","Gadius spp",1,0.001,5.52599489403083,-59.6582,-43.9617,1.05239419564605,11,0.742410479296515,0.725,"ELN_11_0.725g","ELN_11_0.725g",9,18
"2113","JR177",335,2008,"GYF","Metridia spp",20,9e-04,4.90385533094789,-52.695,-38.9971,4.18649862706661,15,0.690537649540989,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2115","JR177",328,2008,"PRY","Calanoides acutus",3,0.000667,3.56787382267943,-52.8225,-39.0802,4.14794764593244,15,0.552409487216693,0.575,"PRY_15_0.575g","PRY_15_0.575g",14,163
"2117","JR177",301,2008,"GYF","Ostracoda indet",3,0.000667,3.47092192236343,-52.9021,-40.2233,3.56521501913667,14,0.540444844421022,0.525,"GYF_14_0.525g","GYF_14_0.525g",6,44
"2119","JR177",254,2008,"GYR","Rhincalanus gigas",1,0.001,5.12751711676962,-55.1757,-41.1998,3.30549029633403,13,0.709907118812454,0.725,"GYR_13_0.725g","GYR_13_0.725g",6,74
"2120","JR177",254,2008,"GYR","Pleuromamma robusta",1,0.001,5.12751711676962,-55.1757,-41.1998,3.30549029633403,13,0.709907118812454,0.725,"GYR_13_0.725g","GYR_13_0.725g",6,74
"2121","JR177",300,2008,"ELN","Pleuromamma robusta",1,0.002,10.2483418584885,-52.836,-40.0312,3.7387310564518,14,1.01065360393207,1.025,"ELN_14_1.025g","ELN_14_1.025g",7,26
"2122","JR177",328,2008,"GYF","Candacia spp",1,0.001,5.10764507930003,-52.8225,-39.0802,4.14794764593244,15,0.70822071132888,0.725,"GYF_15_0.725g","GYF_15_0.725g",9,51
"2123","JR177",335,2008,"GYF","Rhincalanus gigas",2,0.001,5.10764507930003,-52.695,-38.9971,4.18649862706661,15,0.70822071132888,0.725,"GYF_15_0.725g","GYF_15_0.725g",9,51
"2126","JR177",305,2008,"ELN","Metridia spp",1,0.001,5.07011977641667,-52.8192,-40.134,3.68992585614324,14,0.705018219219406,0.725,"ELN_14_0.725g","ELN_14_0.725g",6,25
"2129","JR177",329,2008,"ELN","Paraeuchaeta spp",1,0.002,9.89220701232485,-52.7327,-38.9599,4.20815456137061,15,0.995293196181946,0.975,"ELN_15_0.975g","ELN_15_0.975g",9,27
"2130","JR177",335,2008,"GYF","Ostracoda indet",2,0.001,4.90385533094789,-52.695,-38.9971,4.18649862706661,15,0.690537649540989,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2131","JR177",254,2008,"ELN","Calanoides acutus",4,5e-04,2.44326477179743,-55.1757,-41.1998,3.30549029633403,13,0.387970533162466,0.375,"ELN_13_0.375g","ELN_13_0.375g",9,22
"2134","JR177",335,2008,"GYF","Metridia spp",19,0.000789,3.79749259357619,-52.695,-38.9971,4.18649862706661,15,0.579496935511222,0.575,"GYF_15_0.575g","GYF_15_0.575g",14,49
"2137","JR177",329,2008,"ELN","Rhincalanus gigas",1,0.002,9.54475778313752,-52.7327,-38.9599,4.20815456137061,15,0.979764911799195,0.975,"ELN_15_0.975g","ELN_15_0.975g",9,27
"2141","JR177",328,2008,"PRY","Rhincalanus gigas",5,8e-04,3.72947390087781,-52.8225,-39.0802,4.14794764593244,15,0.571647572275075,0.575,"PRY_15_0.575g","PRY_15_0.575g",14,163
"2146","JR177",335,2008,"GYF","Ostracoda indet",1,0.001,4.51325537867,-52.695,-38.9971,4.18649862706661,15,0.654489908394788,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2148","JR177",205,2008,"ELN","Metridia spp",2,0.001,4.43626371118426,-58.0232,-42.8893,1.61234780699015,12,0.647017354634029,0.625,"ELN_12_0.625g","ELN_12_0.625g",6,19
"2149","JR177",295,2008,"ELN","Ostracoda indet",1,0.001,4.43626371118426,-52.8424,-40.1649,3.66577961146832,14,0.647017354634029,0.625,"ELN_14_0.625g","ELN_14_0.625g",7,24
"2160","JR177",301,2008,"GYF","Metridia spp",11,0.000818,3.47092192236343,-52.9021,-40.2233,3.56521501913667,14,0.540444844421022,0.525,"GYF_14_0.525g","GYF_14_0.525g",6,44
"2161","JR177",300,2008,"ELN","Calanus propinquus",12,0.00242,10.2483418584885,-52.836,-40.0312,3.7387310564518,14,1.01065360393207,1.025,"ELN_14_1.025g","ELN_14_1.025g",7,26
"2169","JR177",305,2008,"PRY","Metridia spp",3,0.001,4.06714120804617,-52.8192,-40.134,3.68992585614324,14,0.609289251040104,0.625,"PRY_14_0.625g","PRY_14_0.625g",7,161
"2170","JR177",328,2008,"PRY","Calanus simillimus",1,0.001,4.06714120804617,-52.8225,-39.0802,4.14794764593244,15,0.609289251040104,0.625,"PRY_15_0.625g","PRY_15_0.625g",8,164
"2171","JR177",335,2008,"PRY","Metridia spp",22,0.001,4.06714120804617,-52.695,-38.9971,4.18649862706661,15,0.609289251040104,0.625,"PRY_15_0.625g","PRY_15_0.625g",8,164
"2172","JR177",335,2008,"PRY","Euphausiid indet",1,0.001,4.06714120804617,-52.695,-38.9971,4.18649862706661,15,0.609289251040104,0.625,"PRY_15_0.625g","PRY_15_0.625g",8,164
"2174","JR177",335,2008,"GYF","Metridia spp",39,0.000897,3.63167094814249,-52.695,-38.9971,4.18649862706661,15,0.560106491864511,0.575,"GYF_15_0.575g","GYF_15_0.575g",14,49
"2181","JR177",198,2008,"ELN","Rhincalanus gigas",2,0.0015,5.76426508790454,-58.0325,-42.8573,1.61481370255351,12,0.760743945002274,0.775,"ELN_12_0.775g","ELN_12_0.775g",7,20
"2182","JR177",335,2008,"GYF","Pleuromamma robusta",3,0.00133,5.10764507930003,-52.695,-38.9971,4.18649862706661,15,0.70822071132888,0.725,"GYF_15_0.725g","GYF_15_0.725g",9,51
"2191","JR177",328,2008,"PRY","Metridia spp",4,0.001,3.72947390087781,-52.8225,-39.0802,4.14794764593244,15,0.571647572275075,0.575,"PRY_15_0.575g","PRY_15_0.575g",14,163
"2200","JR177",335,2008,"GYF","Ostracoda indet",1,0.001,3.63167094814249,-52.695,-38.9971,4.18649862706661,15,0.560106491864511,0.575,"GYF_15_0.575g","GYF_15_0.575g",14,49
"2206","JR177",335,2008,"GYF","Metridia spp",14,0.00107,3.79749259357619,-52.695,-38.9971,4.18649862706661,15,0.579496935511222,0.575,"GYF_15_0.575g","GYF_15_0.575g",14,49
"2208","JR177",205,2008,"ELN","Paraeuchaeta spp",1,0.002,7.06353763114307,-58.0232,-42.8893,1.61234780699015,12,0.849022263217417,0.825,"ELN_12_0.825g","ELN_12_0.825g",7,21
"2213","JR177",335,2008,"GYF","Metridia spp",25,0.00064,2.23819046745863,-52.695,-38.9971,4.18649862706661,15,0.349897041730543,0.325,"GYF_15_0.325g","GYF_15_0.325g",13,47
"2218","JR177",305,2008,"GYF","Metridia spp",6,0.000833,2.87691635127118,-52.8192,-40.134,3.68992585614324,14,0.458927234601666,0.475,"GYF_14_0.475g","GYF_14_0.475g",10,43
"2220","JR177",199,2008,"ELC","Calanus simillimus",1,0.002,6.88732432596426,-58.0169,-43.0228,1.64640646353364,12,0.838050534511407,0.825,"ELC_12_0.825g","ELC_12_0.825g",8,7
"2221","JR177",254,2008,"GYR","Rhincalanus gigas",2,0.0015,5.12751711676962,-55.1757,-41.1998,3.30549029633403,13,0.709907118812454,0.725,"GYR_13_0.725g","GYR_13_0.725g",6,74
"2225","JR177",301,2008,"GYF","Metridia spp",41,0.000634,2.12343145994585,-52.9021,-40.2233,3.56521501913667,14,0.327038247409248,0.325,"GYF_14_0.325g","GYF_14_0.325g",9,42
"2239","JR177",335,2008,"GYN","Rhincalanus gigas",2,0.0045,14.4139542585899,-52.695,-38.9971,4.18649862706661,15,1.15878313953045,1.175,"GYN_15_1.175g","GYN_15_1.175g",7,62
"2241","JR177",254,2008,"ELC","Rhincalanus gigas",14,0.00186,5.93554011168211,-55.1757,-41.1998,3.30549029633403,13,0.773460244242665,0.775,"ELC_13_0.775g","ELC_13_0.775g",6,8
"2242","JR177",295,2008,"ELN","Metridia spp",1,0.001,3.17465929472875,-52.8424,-40.1649,3.66577961146832,14,0.501697123530712,0.525,"ELN_14_0.525g","ELN_14_0.525g",6,23
"2245","JR177",301,2008,"GYF","Metridia spp",38,0.000579,1.80361283035491,-52.9021,-40.2233,3.56521501913667,14,0.25614331608481,0.275,"GYF_14_0.275g","GYF_14_0.275g",7,41
"2246","JR177",305,2008,"PRY","Metridia spp",3,0.001,3.11116935292689,-52.8192,-40.134,3.68992585614324,14,0.492923652072968,0.475,"PRY_14_0.475g","PRY_14_0.475g",6,160
"2247","JR177",305,2008,"PRY","Ostracoda indet",1,0.001,3.11116935292689,-52.8192,-40.134,3.68992585614324,14,0.492923652072968,0.475,"PRY_14_0.475g","PRY_14_0.475g",6,160
"2249","JR177",254,2008,"ELC","Ostracoda indet",1,0.002,6.1648293805574,-55.1757,-41.1998,3.30549029633403,13,0.789921061449543,0.775,"ELC_13_0.775g","ELC_13_0.775g",6,8
"2253","JR177",301,2008,"GYF","Metridia spp",5,0.001,3.01824199966491,-52.9021,-40.2233,3.56521501913667,14,0.47975405813858,0.475,"GYF_14_0.475g","GYF_14_0.475g",10,43
"2254","JR177",301,2008,"GYF","Ostracoda indet",2,0.001,3.01824199966491,-52.9021,-40.2233,3.56521501913667,14,0.47975405813858,0.475,"GYF_14_0.475g","GYF_14_0.475g",10,43
"2255","JR177",328,2008,"GYF","Metridia spp",5,0.001,3.01824199966491,-52.8225,-39.0802,4.14794764593244,15,0.47975405813858,0.475,"GYF_15_0.475g","GYF_15_0.475g",7,48
"2256","JR177",335,2008,"GYF","Metridia spp",4,0.001,3.01824199966491,-52.695,-38.9971,4.18649862706661,15,0.47975405813858,0.475,"GYF_15_0.475g","GYF_15_0.475g",7,48
"2257","JR177",335,2008,"GYF","Ostracoda indet",2,0.001,3.01824199966491,-52.695,-38.9971,4.18649862706661,15,0.47975405813858,0.475,"GYF_15_0.475g","GYF_15_0.475g",7,48
"2263","JR177",305,2008,"PRM","Metridia spp",142,0.00043,1.27453035021983,-52.8192,-40.134,3.68992585614324,14,0.105350181724516,0.125,"PRM_14_0.125g","PRM_14_0.125g",37,144
"2267","JR177",254,2008,"ELC","Rhincalanus gigas",17,0.00212,6.1648293805574,-55.1757,-41.1998,3.30549029633403,13,0.789921061449543,0.775,"ELC_13_0.775g","ELC_13_0.775g",6,8
"2276","JR177",158,2008,"ELN","Euphausia furcillia",1,0.002,5.52599489403083,-59.6706,-43.9696,1.05239419564605,11,0.742410479296515,0.725,"ELN_11_0.725g","ELN_11_0.725g",9,18
"2277","JR177",161,2008,"ELN","Themisto gaudichaudii",1,0.002,5.52599489403083,-59.6727,-44.0019,1.05239419564605,11,0.742410479296515,0.725,"ELN_11_0.725g","ELN_11_0.725g",9,18
"2281","JR177",301,2008,"GYF","Metridia spp",10,7e-04,1.90622610161744,-52.9021,-40.2233,3.56521501913667,14,0.280174411969166,0.275,"GYF_14_0.275g","GYF_14_0.275g",7,41
"2282","JR177",301,2008,"PRM","Metridia spp",51,0.000471,1.27453035021983,-52.9021,-40.2233,3.56521501913667,14,0.105350181724516,0.125,"PRM_14_0.125g","PRM_14_0.125g",37,144
"2283","JR177",328,2008,"GYF","Rhincalanus gigas",3,0.00167,4.51325537867,-52.8225,-39.0802,4.14794764593244,15,0.654489908394788,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2284","JR177",328,2008,"GYF","Metridia spp",12,0.000833,2.23819046745863,-52.8225,-39.0802,4.14794764593244,15,0.349897041730543,0.325,"GYF_15_0.325g","GYF_15_0.325g",13,47
"2292","JR177",305,2008,"PRY","Calanoides acutus",2,0.002,5.20090937104215,-52.8192,-40.134,3.68992585614324,14,0.716079285999553,0.725,"PRY_14_0.725g","PRY_14_0.725g",7,162
"2295","JR177",328,2008,"GYF","Metridia spp",3,0.000667,1.70488177099753,-52.8225,-39.0802,4.14794764593244,15,0.231694267209048,0.225,"GYF_15_0.225g","GYF_15_0.225g",6,45
"2297","JR177",165,2008,"ELN","Calanoid copepod",1,0.002,5.07011977641667,-59.6582,-43.9617,1.05239419564605,11,0.705018219219406,0.725,"ELN_11_0.725g","ELN_11_0.725g",9,18
"2298","JR177",305,2008,"ELN","Pleuromamma robusta",1,0.002,5.07011977641667,-52.8192,-40.134,3.68992585614324,14,0.705018219219406,0.725,"ELN_14_0.725g","ELN_14_0.725g",6,25
"2299","JR177",301,2008,"GYF","Metridia spp",14,0.000714,1.80361283035491,-52.9021,-40.2233,3.56521501913667,14,0.25614331608481,0.275,"GYF_14_0.275g","GYF_14_0.275g",7,41
"2301","JR177",305,2008,"GYF","Metridia spp",13,0.00115,2.87691635127118,-52.8192,-40.134,3.68992585614324,14,0.458927234601666,0.475,"GYF_14_0.475g","GYF_14_0.475g",10,43
"2302","JR177",301,2008,"GYF","Pleuromamma robusta",7,0.000857,2.12343145994585,-52.9021,-40.2233,3.56521501913667,14,0.327038247409248,0.325,"GYF_14_0.325g","GYF_14_0.325g",9,42
"2305","JR177",335,2008,"GYF","Metridia spp",11,0.000909,2.23819046745863,-52.695,-38.9971,4.18649862706661,15,0.349897041730543,0.325,"GYF_15_0.325g","GYF_15_0.325g",13,47
"2306","JR177",335,2008,"GYF","Rhincalanus gigas",1,0.002,4.90385533094789,-52.695,-38.9971,4.18649862706661,15,0.690537649540989,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2312","JR177",300,2008,"ELN","Rhincalanus gigas",3,0.00433,10.2483418584885,-52.836,-40.0312,3.7387310564518,14,1.01065360393207,1.025,"ELN_14_1.025g","ELN_14_1.025g",7,26
"2320","JR177",335,2008,"GYF","Metridia spp",6,0.000833,1.90622610161744,-52.695,-38.9971,4.18649862706661,15,0.280174411969166,0.275,"GYF_15_0.275g","GYF_15_0.275g",6,46
"2321","JR177",305,2008,"PRM","Metridia spp",51,0.000706,1.61199285081831,-52.8192,-40.134,3.68992585614324,14,0.207363111379096,0.225,"PRM_14_0.225g","PRM_14_0.225g",15,146
"2322","JR177",335,2008,"GYF","Pleuromamma robusta",3,0.00167,3.79749259357619,-52.695,-38.9971,4.18649862706661,15,0.579496935511222,0.575,"GYF_15_0.575g","GYF_15_0.575g",14,49
"2323","JR177",301,2008,"GYF","Pleuromamma robusta",3,0.00133,3.01824199966491,-52.9021,-40.2233,3.56521501913667,14,0.47975405813858,0.475,"GYF_14_0.475g","GYF_14_0.475g",10,43
"2325","JR177",328,2008,"GYF","Pleuromamma robusta",1,0.002,4.51325537867,-52.8225,-39.0802,4.14794764593244,15,0.654489908394788,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2326","JR177",328,2008,"GYF","Thysanoessa spp",1,0.002,4.51325537867,-52.8225,-39.0802,4.14794764593244,15,0.654489908394788,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2327","JR177",335,2008,"GYF","Rhincalanus gigas",1,0.002,4.51325537867,-52.695,-38.9971,4.18649862706661,15,0.654489908394788,0.675,"GYF_15_0.675g","GYF_15_0.675g",16,50
"2329","JR177",301,2008,"GYF","Aetidius spp",1,0.001,2.23819046745863,-52.9021,-40.2233,3.56521501913667,14,0.349897041730543,0.325,"GYF_14_0.325g","GYF_14_0.325g",9,42
"2330","JR177",335,2008,"GYF","Ostracoda indet",1,0.001,2.23819046745863,-52.695,-38.9971,4.18649862706661,15,0.349897041730543,0.325,"GYF_15_0.325g","GYF_15_0.325g",13,47
"2331","JR177",335,2008,"GYF","Candacia spp",1,0.001,2.23819046745863,-52.695,-38.9971,4.18649862706661,15,0.349897041730543,0.325,"GYF_15_0.325g","GYF_15_0.325g",13,47
"2335","JR177",305,2008,"PRY","Calanus simillimus",1,0.002,4.42456376687205,-52.8192,-40.134,3.68992585614324,14,0.645870458541317,0.625,"PRY_14_0.625g","PRY_14_0.625g",7,161
"2336","JR177",305,2008,"PRY","Calanus propinquus",1,0.002,4.42456376687205,-52.8192,-40.134,3.68992585614324,14,0.645870458541317,0.625,"PRY_14_0.625g","PRY_14_0.625g",7,161
"2342","JR177",335,2008,"GYF","Metridia spp",17,0.000882,1.90622610161744,-52.695,-38.9971,4.18649862706661,15,0.280174411969166,0.275,"GYF_15_0.275g","GYF_15_0.275g",6,46
"2345","JR177",199,2008,"ELC","Rhincalanus gigas",9,0.00289,6.1648293805574,-58.0169,-43.0228,1.64640646353364,12,0.789921061449543,0.775,"ELC_12_0.775g","ELC_12_0.775g",13,6
"2346","JR177",305,2008,"GYF","Metridia spp",3,0.001,2.12343145994585,-52.8192,-40.134,3.68992585614324,14,0.327038247409248,0.325,"GYF_14_0.325g","GYF_14_0.325g",9,42
"2348","JR177",305,2008,"ELN","Themisto gaudichaudii",1,0.002,4.23784792548975,-52.8192,-40.134,3.68992585614324,14,0.62714536806481,0.625,"ELN_14_0.625g","ELN_14_0.625g",7,24
"2349","JR177",254,2008,"ELC","Rhincalanus gigas",36,0.00272,5.71191053653692,-55.1757,-41.1998,3.30549029633403,13,0.756781396633555,0.775,"ELC_13_0.775g","ELC_13_0.775g",6,8
