"","Cruise","Event","Year","Fish_Species_Code","Prey","Prey_Count","Mean_Prey_Mass__g_","Fish_Mass_g_","Lat","Lon","SST","location_group","fish_mass_log10","log_10_fish_class_bin","Statistical.Fish.ID.mass","Statistical_Fish_ID_mass","n_prey_items","ID_Pred_new"
"594","JR161",201,2006,"ELC","Pteropoda indet",37,0.00205,5.07430922500654,-55.2144,-41.56429,1.52443008497357,6,0.705376929307077,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"596","JR161",201,2006,"ELC","Pteropoda indet",20,0.003,7.39851104143699,-55.2144,-41.56429,1.52443008497357,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"597","JR161",201,2006,"ELC","Pleuromamma spp",1,0.003,7.39851104143699,-55.2144,-41.56429,1.52443008497357,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"598","JR161",214,2006,"ELC","Eucalanus",1,0.003,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"599","JR161",214,2006,"ELC","Pleuromamma robusta",1,0.003,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"600","JR161",214,2006,"ELC","Calanus simillimus",1,0.003,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"601","JR161",214,2006,"ELC","Rhincalanus gigas",1,0.003,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"602","JR161",214,2006,"ELC","Rhincalanus gigas",1,0.003,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"603","JR161",43,2006,"ELC","Rhincalanus gigas",4,0.0025,6.1648293805574,-57.53066,-50.50526,-0.642872381955385,1,0.789921061449543,0.775,"ELC_1_0.775g","ELC_1_0.775g",8,2
"604","JR161",134,2006,"ELN","Metridia spp",3,0.001,2.44326477179743,-59.65979,-44.04981,-1.60779440626502,4,0.387970533162466,0.375,"ELN_4_0.375g","ELN_4_0.375g",10,36
"605","JR161",136,2006,"ELN","Calanoides acutus",1,0.001,2.44326477179743,-59.5633,-44.26847,-1.54875940158963,4,0.387970533162466,0.375,"ELN_4_0.375g","ELN_4_0.375g",10,36
"606","JR161",136,2006,"ELN","Pteropoda indet",2,0.001,2.44326477179743,-59.5633,-44.26847,-1.54875940158963,4,0.387970533162466,0.375,"ELN_4_0.375g","ELN_4_0.375g",10,36
"607","JR161",136,2006,"ELN","Calanus propinquus",1,0.001,2.44326477179743,-59.5633,-44.26847,-1.54875940158963,4,0.387970533162466,0.375,"ELN_4_0.375g","ELN_4_0.375g",10,36
"608","JR161",136,2006,"ELN","Metridia spp",1,0.001,2.44326477179743,-59.5633,-44.26847,-1.54875940158963,4,0.387970533162466,0.375,"ELN_4_0.375g","ELN_4_0.375g",10,36
"611","JR161",214,2006,"ELC","Pleuromamma robusta",1,0.00272,6.64065467688996,-55.24562,-41.15184,1.6879360511899,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"612","JR161",267,2006,"KRA","Metridia spp",1,0.001,2.43769099935794,-52.8061,-40.00328,1.53429366722703,7,0.386978653793115,0.375,"KRA_7_0.375g","KRA_7_0.375g",7,124
"613","JR161",267,2006,"KRA","Metridia spp",1,0.001,2.43769099935794,-52.8061,-40.00328,1.53429366722703,7,0.386978653793115,0.375,"KRA_7_0.375g","KRA_7_0.375g",7,124
"614","JR161",201,2006,"ELC","Rhincalanus gigas",1,0.002,4.87264722146372,-55.2144,-41.56429,1.52443008497357,6,0.687764969699028,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"615","JR161",214,2006,"ELC","Metridia spp",3,0.00253,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"616","JR161",275,2006,"GYN","Metridia spp",3,0.006,14.4139542585899,-50.10324,-38.12951,3.62510454207659,8,1.15878313953045,1.175,"GYN_8_1.175g","GYN_8_1.175g",11,73
"617","JR161",201,2006,"ELC","Rhincalanus gigas",25,0.0032,7.66316122352831,-55.2144,-41.56429,1.52443008497357,6,0.884407962676893,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"618","JR161",275,2006,"GYR","Rhincalanus gigas",4,0.0055,13.1116991168953,-50.10324,-38.12951,3.62510454207659,8,1.11765897462503,1.125,"GYR_8_1.125g","GYR_8_1.125g",7,107
"619","JR161",201,2006,"ELC","Rhincalanus gigas",1,0.003,7.13992091443283,-55.2144,-41.56429,1.52443008497357,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"620","JR161",214,2006,"ELC","Chaetognatha indet",1,0.003,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"621","JR161",201,2006,"ELC","Rhincalanus gigas",10,0.0024,5.71191053653692,-55.2144,-41.56429,1.52443008497357,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"622","JR161",214,2006,"ELC","Pleuromamma robusta",6,0.00261,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"623","JR161",217,2006,"KRA","Metridia spp",29,0.00103,2.43769099935794,-55.148,-41.24559,1.86213570311666,6,0.386978653793115,0.375,"KRA_6_0.375g","KRA_6_0.375g",10,121
"625","JR161",214,2006,"ELC","Rhincalanus gigas",2,0.00225,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"626","JR161",275,2006,"KRA","Rhincalanus gigas",14,0.00114,2.67881240874786,-50.10324,-38.12951,3.62510454207659,8,0.427942302000084,0.425,"KRA_8_0.425g","KRA_8_0.425g",11,134
"627","JR161",201,2006,"ELC","Rhincalanus gigas",12,0.00208,4.87264722146372,-55.2144,-41.56429,1.52443008497357,6,0.687764969699028,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"628","JR161",201,2006,"ELC","Calanus simillimus",2,0.002,4.6763088503302,-55.2144,-41.56429,1.52443008497357,6,0.669903186742288,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"629","JR161",201,2006,"ELC","Calanus simillimus",1,0.002,4.6763088503302,-55.2144,-41.56429,1.52443008497357,6,0.669903186742288,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"631","JR161",275,2006,"PRM","Metridia spp",1,0.001,2.33346666305116,-50.10324,-38.12951,3.62510454207659,8,0.368001600740205,0.375,"PRM_8_0.375g","PRM_8_0.375g",9,158
"632","JR161",214,2006,"ELC","Rhincalanus gigas",12,0.00275,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"633","JR161",157,2006,"KRA","Metridia spp",3,0.001,2.3227716965597,-57.4469,-42.62638,-0.918442314863205,5,0.366006525427917,0.375,"KRA_5_0.375g","KRA_5_0.375g",6,113
"634","JR161",199,2006,"KRA","Metridia spp",1,0.001,2.3227716965597,-55.20644,-41.25129,1.8019776172936,6,0.366006525427917,0.375,"KRA_6_0.375g","KRA_6_0.375g",10,121
"635","JR161",273,2006,"KRA","Metridia spp",6,0.001,2.3227716965597,-49.96331,-37.96272,3.48906523436308,8,0.366006525427917,0.375,"KRA_8_0.375g","KRA_8_0.375g",6,133
"636","JR161",214,2006,"ELC","Rhincalanus gigas",26,0.00308,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"637","JR161",136,2006,"GYR","Crustacea indet",1,0.003,6.94179673083606,-59.5633,-44.26847,-1.54875940158963,4,0.841471892543588,0.825,"GYR_4_0.825g","GYR_4_0.825g",7,90
"638","JR161",214,2006,"ELC","Rhincalanus gigas",9,0.00267,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"639","JR161",201,2006,"ELC","Pteropoda indet",3,0.00333,7.66316122352831,-55.2144,-41.56429,1.52443008497357,6,0.884407962676893,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"640","JR161",56,2006,"KRA","Calanoides acutus",6,0.00117,2.67881240874786,-57.76618,-50.54229,-0.839826634526253,1,0.427942302000084,0.425,"KRA_1_0.425g","KRA_1_0.425g",12,108
"641","JR161",201,2006,"ELC","Calanoides acutus",5,0.003,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"642","JR161",201,2006,"ELC","Rhincalanus gigas",1,0.003,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"643","JR161",201,2006,"ELC","Calanus simillimus",2,0.003,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"644","JR161",201,2006,"ELC","Calanus simillimus",2,0.003,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"645","JR161",201,2006,"ELC","Calanus simillimus",1,0.003,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"647","JR161",275,2006,"PRM","Metridia spp",3,0.000667,1.52275607407016,-50.10324,-38.12951,3.62510454207659,8,0.182630340519473,0.175,"PRM_8_0.175g","PRM_8_0.175g",12,155
"649","JR161",201,2006,"ELC","Rhincalanus gigas",12,0.00292,6.64065467688996,-55.2144,-41.56429,1.52443008497357,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"650","JR161",214,2006,"PRE","Metridia spp",18,5e-04,1.13522737384077,-55.24562,-41.15184,1.6879360511899,6,0.0550828547579631,0.075,"PRE_6_0.075g","PRE_6_0.075g",18,139
"652","JR161",267,2006,"PRM","Metridia spp",10,8e-04,1.8005538549384,-52.8061,-40.00328,1.53429366722703,7,0.255406115739397,0.275,"PRM_7_0.275g","PRM_7_0.275g",8,152
"654","JR161",201,2006,"ELC","Rhincalanus gigas",3,0.00333,7.39851104143699,-55.2144,-41.56429,1.52443008497357,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"655","JR161",214,2006,"ELC","Rhincalanus gigas",12,0.00333,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"656","JR161",201,2006,"ELC","Rhincalanus gigas",20,0.003,6.64065467688996,-55.2144,-41.56429,1.52443008497357,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"657","JR161",214,2006,"ELC","Pleuromamma robusta",1,0.003,6.64065467688996,-55.24562,-41.15184,1.6879360511899,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"658","JR161",253,2006,"ELC","Rhincalanus gigas",5,0.0028,6.1648293805574,-53.03058,-40.51789,1.38421584516764,7,0.789921061449543,0.775,"ELC_7_0.775g","ELC_7_0.775g",12,16
"660","JR161",214,2006,"ELC","Rhincalanus gigas",8,0.00316,6.88732432596426,-55.24562,-41.15184,1.6879360511899,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"662","JR161",201,2006,"ELC","Rhincalanus gigas",25,0.00365,7.93393789577639,-55.2144,-41.56429,1.52443008497357,6,0.899488796638865,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"664","JR161",201,2006,"ELC","Rhincalanus gigas",19,0.00295,6.39984528434173,-55.2144,-41.56429,1.52443008497357,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"665","JR161",142,2006,"GYR","Calanus simillimus",1,0.003,6.50612516687769,-59.66625,-44.05962,-1.60779440626502,4,0.813322414119737,0.825,"GYR_4_0.825g","GYR_4_0.825g",7,90
"666","JR161",214,2006,"ELC","Paraeuchaeta spp",4,0.00285,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"667","JR161",214,2006,"ELC","Scolercithricella spp",1,0.00246,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"668","JR161",201,2006,"ELC","Rhincalanus gigas",11,0.00227,4.87264722146372,-55.2144,-41.56429,1.52443008497357,6,0.687764969699028,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"669","JR161",214,2006,"ELC","Rhincalanus gigas",3,0.00333,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"670","JR161",214,2006,"ELC","Rhincalanus gigas",6,0.00333,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"671","JR161",56,2006,"ELC","Rhincalanus gigas",1,0.003,6.39984528434173,-57.76618,-50.54229,-0.839826634526253,1,0.806169475082508,0.825,"ELC_1_0.825g","ELC_1_0.825g",8,3
"672","JR161",201,2006,"ELC","Calanus propinquus",1,0.003,6.39984528434173,-55.2144,-41.56429,1.52443008497357,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"673","JR161",201,2006,"ELC","Euphausia frigida",1,0.003,6.39984528434173,-55.2144,-41.56429,1.52443008497357,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"674","JR161",275,2006,"GYR","Amphipoda indet",1,0.006,12.7719438043927,-50.10324,-38.12951,3.62510454207659,8,1.10625699900804,1.125,"GYR_8_1.125g","GYR_8_1.125g",7,107
"675","JR161",214,2006,"PRM","Metridia spp",10,6e-04,1.27453035021983,-55.24562,-41.15184,1.6879360511899,6,0.105350181724516,0.125,"PRM_6_0.125g","PRM_6_0.125g",6,148
"676","JR161",214,2006,"ELC","Rhincalanus gigas",4,0.00375,7.93393789577639,-55.24562,-41.15184,1.6879360511899,6,0.899488796638865,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"677","JR161",214,2006,"ELC","Rhincalanus gigas",7,0.00314,6.64065467688996,-55.24562,-41.15184,1.6879360511899,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"678","JR161",214,2006,"ELC","Pleuromamma robusta",2,0.0025,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"679","JR161",214,2006,"ELC","Rhincalanus gigas",7,0.00271,5.71191053653692,-55.24562,-41.15184,1.6879360511899,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"680","JR161",275,2006,"GYR","Ostracoda indet",1,0.003,6.29541913970745,-50.10324,-38.12951,3.62510454207659,8,0.799024650091588,0.775,"GYR_8_0.775g","GYR_8_0.775g",7,104
"682","JR161",253,2006,"GYR","Rhincalanus gigas",1,0.004,8.36688484003786,-53.03058,-40.51789,1.38421584516764,7,0.922563791493149,0.925,"GYR_7_0.925g","GYR_7_0.925g",6,101
"683","JR161",201,2006,"ELC","Rhincalanus gigas",20,0.00295,6.1648293805574,-55.2144,-41.56429,1.52443008497357,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"684","JR161",275,2006,"GYN","Calanoides acutus",1,0.006,12.4739468571787,-50.10324,-38.12951,3.62510454207659,8,1.09600388949199,1.075,"GYN_8_1.075g","GYN_8_1.075g",10,72
"685","JR161",275,2006,"GYN","Calanus propinquus",1,0.006,12.4739468571787,-50.10324,-38.12951,3.62510454207659,8,1.09600388949199,1.075,"GYN_8_1.075g","GYN_8_1.075g",10,72
"686","JR161",275,2006,"GYN","Paraeuchaeta spp",1,0.006,12.4739468571787,-50.10324,-38.12951,3.62510454207659,8,1.09600388949199,1.075,"GYN_8_1.075g","GYN_8_1.075g",10,72
"687","JR161",275,2006,"GYR","Ostracoda indet",3,0.00467,9.6963926412231,-50.10324,-38.12951,3.62510454207659,8,0.986610193297458,0.975,"GYR_8_0.975g","GYR_8_0.975g",9,106
"688","JR161",201,2006,"ELC","Rhincalanus gigas",6,0.00333,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"691","JR161",253,2006,"GYR","Pleuromamma robusta",1,0.002,4.11617547934219,-53.03058,-40.51789,1.38421584516764,7,0.614493881174337,0.625,"GYR_7_0.625g","GYR_7_0.625g",10,96
"692","JR161",253,2006,"GYR","Ostracoda indet",3,0.002,4.11617547934219,-53.03058,-40.51789,1.38421584516764,7,0.614493881174337,0.625,"GYR_7_0.625g","GYR_7_0.625g",10,96
"693","JR161",214,2006,"ELC","Rhincalanus gigas",4,0.003,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"694","JR161",214,2006,"ELC","Heterorhabdus spp",1,0.003,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"695","JR161",253,2006,"ELC","Pleuromamma robusta",2,0.003,6.1648293805574,-53.03058,-40.51789,1.38421584516764,7,0.789921061449543,0.775,"ELC_7_0.775g","ELC_7_0.775g",12,16
"696","JR161",214,2006,"PRM","Metridia spp",24,0.000583,1.19809071693145,-55.24562,-41.15184,1.6879360511899,6,0.0784897031711104,0.075,"PRM_6_0.075g","PRM_6_0.075g",11,147
"697","JR161",214,2006,"ELC","Rhincalanus gigas",14,0.00257,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"698","JR161",159,2006,"GYR","Crustacea indet",1,0.005,10.2660220640182,-57.27877,-42.7514,-0.866804996877909,5,1.01140219332344,1.025,"GYR_5_1.025g","GYR_5_1.025g",7,94
"699","JR161",283,2006,"KRA","Rhincalanus gigas",73,0.00137,2.80513545014478,-49.99484,-37.98122,3.3937009960413,8,0.447953836654638,0.425,"KRA_8_0.425g","KRA_8_0.425g",11,134
"702","JR161",56,2006,"ELC","Rhincalanus gigas",4,0.0025,5.07430922500654,-57.76618,-50.54229,-0.839826634526253,1,0.705376929307077,0.725,"ELC_1_0.725g","ELC_1_0.725g",17,1
"704","JR161",118,2006,"ELN","Calanus simillimus",1,0.003,6.00957634833235,-60.44744,-44.30547,-1.87091278731823,3,0.778843857016611,0.775,"ELN_3_0.775g","ELN_3_0.775g",6,31
"705","JR161",56,2006,"PRM","Metridia spp",2,0.001,2.00294643382266,-57.76618,-50.54229,-0.839826634526253,1,0.301669334812144,0.325,"PRM_1_0.325g","PRM_1_0.325g",14,142
"706","JR161",56,2006,"PRM","Calanoid copepod",1,0.001,2.00294643382266,-57.76618,-50.54229,-0.839826634526253,1,0.301669334812144,0.325,"PRM_1_0.325g","PRM_1_0.325g",14,142
"708","JR161",217,2006,"KRA","Metridia spp",3,0.001,1.99985415107186,-55.148,-41.24559,1.86213570311666,6,0.3009983238168,0.325,"KRA_6_0.325g","KRA_6_0.325g",12,120
"710","JR161",201,2006,"ELC","Calanoides acutus",3,0.00333,6.64065467688996,-55.2144,-41.56429,1.52443008497357,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"712","JR161",214,2006,"ELC","Rhincalanus gigas",3,0.00267,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"713","JR161",214,2006,"ELC","Rhincalanus gigas",7,0.003,5.93554011168211,-55.24562,-41.15184,1.6879360511899,6,0.773460244242665,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"715","JR161",214,2006,"ELC","Paraeuchaeta spp",5,0.00314,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"718","JR161",214,2006,"ELC","Rhincalanus gigas",15,0.00367,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"719","JR161",56,2006,"ELC","Rhincalanus gigas",1,0.005,9.69096458629221,-57.76618,-50.54229,-0.839826634526253,1,0.986367006530135,0.975,"ELC_1_0.975g","ELC_1_0.975g",6,5
"720","JR161",275,2006,"GYR","Rhincalanus gigas",1,0.007,13.4575355302223,-50.10324,-38.12951,3.62510454207659,8,1.12896553510182,1.125,"GYR_8_1.125g","GYR_8_1.125g",7,107
"721","JR161",214,2006,"ELC","Rhincalanus gigas",1,0.00264,5.07430922500654,-55.24562,-41.15184,1.6879360511899,6,0.705376929307077,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"722","JR161",201,2006,"ELC","Paraeuchaeta spp",6,0.00333,6.39984528434173,-55.2144,-41.56429,1.52443008497357,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"723","JR161",136,2006,"GYR","Pteropoda indet",1,0.002,3.81180827054673,-59.5633,-44.26847,-1.54875940158963,4,0.581131048016222,0.575,"GYR_4_0.575g","GYR_4_0.575g",6,89
"724","JR161",136,2006,"GYR","Ostracoda indet",1,0.002,3.81180827054673,-59.5633,-44.26847,-1.54875940158963,4,0.581131048016222,0.575,"GYR_4_0.575g","GYR_4_0.575g",6,89
"727","JR161",214,2006,"ELC","Paraeuchaeta spp",1,0.00336,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"728","JR161",201,2006,"ELC","Calanoides acutus",1,0.003,5.71191053653692,-55.2144,-41.56429,1.52443008497357,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"729","JR161",214,2006,"ELC","Pleuromamma robusta",1,0.00226,4.29933293633404,-55.24562,-41.15184,1.6879360511899,6,0.633401077779022,0.625,"ELC_6_0.625g","ELC_6_0.625g",6,10
"730","JR161",275,2006,"PRM","Metridia spp",1,0.001,1.89999264200966,-50.10324,-38.12951,3.62510454207659,8,0.278751919089256,0.275,"PRM_8_0.275g","PRM_8_0.275g",17,156
"733","JR161",265,2006,"GYF","Calanus simillimus",2,0.002,3.79749259357619,-52.90536,-40.4035,1.45501878708601,7,0.579496935511222,0.575,"GYF_7_0.575g","GYF_7_0.575g",7,58
"734","JR161",265,2006,"GYF","Pleuromamma robusta",2,0.002,3.79749259357619,-52.90536,-40.4035,1.45501878708601,7,0.579496935511222,0.575,"GYF_7_0.575g","GYF_7_0.575g",7,58
"735","JR161",214,2006,"GYR","Thysanoessa spp",1,0.003,5.69115616398682,-55.24562,-41.15184,1.6879360511899,6,0.755200502710283,0.775,"GYR_6_0.775g","GYR_6_0.775g",7,95
"736","JR161",201,2006,"ELC","Rhincalanus gigas",5,0.0028,5.28136225847233,-55.2144,-41.56429,1.52443008497357,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"738","JR161",214,2006,"ELC","Calanus simillimus",1,0.00238,4.48522661861233,-55.24562,-41.15184,1.6879360511899,6,0.651784390908862,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"739","JR161",275,2006,"PRM","Rhincalanus gigas",18,0.0015,2.82681075001867,-50.10324,-38.12951,3.62510454207659,8,0.451296734215104,0.475,"PRM_8_0.475g","PRM_8_0.475g",6,159
"740","JR161",201,2006,"ELC","Rhincalanus gigas",19,0.0028,5.28136225847233,-55.2144,-41.56429,1.52443008497357,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"742","JR161",275,2006,"GYR","Rhincalanus gigas",1,0.005,9.41979578880344,-50.10324,-38.12951,3.62510454207659,8,0.974041487850507,0.975,"GYR_8_0.975g","GYR_8_0.975g",9,106
"745","JR161",201,2006,"ELC","Rhincalanus gigas",4,0.00284,5.28136225847233,-55.2144,-41.56429,1.52443008497357,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"746","JR161",201,2006,"ELC","Rhincalanus gigas",5,0.004,7.39851104143699,-55.2144,-41.56429,1.52443008497357,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"747","JR161",201,2006,"ELC","Rhincalanus gigas",4,0.004,7.39851104143699,-55.2144,-41.56429,1.52443008497357,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"748","JR161",275,2006,"GYF","Themisto gaudichaudii",10,0.0039,7.2125869961992,-50.10324,-38.12951,3.62510454207659,8,0.858091064533479,0.875,"GYF_8_0.875g","GYF_8_0.875g",9,60
"752","JR161",201,2006,"ELC","Calanoides acutus",4,0.00375,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"753","JR161",201,2006,"ELC","Rhincalanus gigas",4,0.00375,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"755","JR161",253,2006,"GYR","Rhincalanus gigas",1,0.003,5.49883617043563,-53.03058,-40.51789,1.38421584516764,7,0.740270780722855,0.725,"GYR_7_0.725g","GYR_7_0.725g",8,97
"756","JR161",253,2006,"GYR","Metridia spp",1,0.003,5.49883617043563,-53.03058,-40.51789,1.38421584516764,7,0.740270780722855,0.725,"GYR_7_0.725g","GYR_7_0.725g",8,97
"760","JR161",201,2006,"ELC","Rhincalanus gigas",2,0.003,5.49387362535334,-55.2144,-41.56429,1.52443008497357,6,0.739878665196859,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"763","JR161",157,2006,"KRA","Calanoides acutus",81,0.00127,2.3227716965597,-57.4469,-42.62638,-0.918442314863205,5,0.366006525427917,0.375,"KRA_5_0.375g","KRA_5_0.375g",6,113
"765","JR161",214,2006,"ELC","Thysanoessa spp",1,0.0034,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"766","JR161",214,2006,"ELC","Paraeuchaeta spp",2,0.0034,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"767","JR161",214,2006,"ELC","Calanus simillimus",1,0.0034,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"770","JR161",275,2006,"GYF","Pteropoda indet",1,0.004,7.2125869961992,-50.10324,-38.12951,3.62510454207659,8,0.858091064533479,0.875,"GYF_8_0.875g","GYF_8_0.875g",9,60
"771","JR161",283,2006,"KRA","Metridia spp",4,0.00025,0.450270421398472,-49.99484,-37.98122,3.3937009960413,8,-0.346526581230144,-0.325,"KRA_8_-0.325g","KRA_8_-0.325g",12,128
"772","JR161",253,2006,"PRM","Ostracoda indet",2,0.001,1.8005538549384,-53.03058,-40.51789,1.38421584516764,7,0.255406115739397,0.275,"PRM_7_0.275g","PRM_7_0.275g",8,152
